"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.essay","Answer.howMuch","Approve","Reject"
"3VADEH0UIGLA59R1T0CQWNHRLS8SP1","34S6YYW6IZGSR6ZA4O06LJ5U9BVSB9","Help us build an ideal dialogue agent that can handle different tasks","Generate an ideal dialogue that you would like a virtual assistant to handle.","ai, conversation, research, bot, assistant","$1.50","Wed Nov 11 13:34:47 PST 2020","10","BatchId:4248038;OriginalHitTemplateId:928390912;","1200","86400","Thu Nov 12 13:34:47 PST 2020","","","31EUONYN20RBZLUYZY9I6URUG2COV0","A1N04FX8AHYPBU","Submitted","Wed Nov 11 16:40:07 PST 2020","Wed Nov 11 16:52:52 PST 2020","Thu Nov 12 16:52:52 PST 2020","","","","765","0% (0/0)","0% (0/0)","0% (0/0)","thanyou anty","3"
"3VADEH0UIGLA59R1T0CQWNHRLS8SP1","34S6YYW6IZGSR6ZA4O06LJ5U9BVSB9","Help us build an ideal dialogue agent that can handle different tasks","Generate an ideal dialogue that you would like a virtual assistant to handle.","ai, conversation, research, bot, assistant","$1.50","Wed Nov 11 13:34:47 PST 2020","10","BatchId:4248038;OriginalHitTemplateId:928390912;","1200","86400","Thu Nov 12 13:34:47 PST 2020","","","33NF62TLXOQJIZ9PKH36WPZR19FKJ9","A2XQ3P6M9NZNYB","Submitted","Wed Nov 11 15:32:48 PST 2020","Wed Nov 11 15:42:53 PST 2020","Thu Nov 12 15:42:53 PST 2020","","","","605","0% (0/0)","0% (0/0)","0% (0/0)","Well I have been having trouble with my girlfriend lately and it really has me down.","2"
"3VADEH0UIGLA59R1T0CQWNHRLS8SP1","34S6YYW6IZGSR6ZA4O06LJ5U9BVSB9","Help us build an ideal dialogue agent that can handle different tasks","Generate an ideal dialogue that you would like a virtual assistant to handle.","ai, conversation, research, bot, assistant","$1.50","Wed Nov 11 13:34:47 PST 2020","10","BatchId:4248038;OriginalHitTemplateId:928390912;","1200","86400","Thu Nov 12 13:34:47 PST 2020","","","35K3O9HUAG10RXVJ551IJWUUO6JEFZ","AOIR8V07FYMH5","Submitted","Wed Nov 11 16:50:00 PST 2020","Wed Nov 11 16:57:02 PST 2020","Thu Nov 12 16:57:02 PST 2020","","","","422","100% (21/21)","100% (2/2)","0% (0/0)","Thank you!","3"
"3VADEH0UIGLA59R1T0CQWNHRLS8SP1","34S6YYW6IZGSR6ZA4O06LJ5U9BVSB9","Help us build an ideal dialogue agent that can handle different tasks","Generate an ideal dialogue that you would like a virtual assistant to handle.","ai, conversation, research, bot, assistant","$1.50","Wed Nov 11 13:34:47 PST 2020","10","BatchId:4248038;OriginalHitTemplateId:928390912;","1200","86400","Thu Nov 12 13:34:47 PST 2020","","","39KFRKBFISJS3FP349W2DTVOYILYOO","A3BZVFD82AVLT8","Submitted","Wed Nov 11 13:36:09 PST 2020","Wed Nov 11 13:41:07 PST 2020","Thu Nov 12 13:41:07 PST 2020","","","","298","0% (0/0)","0% (0/0)","0% (0/0)","I still think it's gross.","2"
"3VADEH0UIGLA59R1T0CQWNHRLS8SP1","34S6YYW6IZGSR6ZA4O06LJ5U9BVSB9","Help us build an ideal dialogue agent that can handle different tasks","Generate an ideal dialogue that you would like a virtual assistant to handle.","ai, conversation, research, bot, assistant","$1.50","Wed Nov 11 13:34:47 PST 2020","10","BatchId:4248038;OriginalHitTemplateId:928390912;","1200","86400","Thu Nov 12 13:34:47 PST 2020","","","3IJXV6UZ1279AS2ESJR3L065JM8IRC","A1478M4CE87LJW","Submitted","Wed Nov 11 13:55:03 PST 2020","Wed Nov 11 14:12:57 PST 2020","Thu Nov 12 14:12:57 PST 2020","","","","1074","0% (0/0)","0% (0/0)","0% (0/0)","its good ok bye","2"
"3VADEH0UIGLA59R1T0CQWNHRLS8SP1","34S6YYW6IZGSR6ZA4O06LJ5U9BVSB9","Help us build an ideal dialogue agent that can handle different tasks","Generate an ideal dialogue that you would like a virtual assistant to handle.","ai, conversation, research, bot, assistant","$1.50","Wed Nov 11 13:34:47 PST 2020","10","BatchId:4248038;OriginalHitTemplateId:928390912;","1200","86400","Thu Nov 12 13:34:47 PST 2020","","","3PB5A5BD00ULWIC4THTUV72P3XX7GL","A2S591ZMEWMA5C","Submitted","Wed Nov 11 14:55:27 PST 2020","Wed Nov 11 15:02:12 PST 2020","Thu Nov 12 15:02:12 PST 2020","","","","405","0% (0/0)","0% (0/0)","0% (0/0)","Thank you","2"
"3VADEH0UIGLA59R1T0CQWNHRLS8SP1","34S6YYW6IZGSR6ZA4O06LJ5U9BVSB9","Help us build an ideal dialogue agent that can handle different tasks","Generate an ideal dialogue that you would like a virtual assistant to handle.","ai, conversation, research, bot, assistant","$1.50","Wed Nov 11 13:34:47 PST 2020","10","BatchId:4248038;OriginalHitTemplateId:928390912;","1200","86400","Thu Nov 12 13:34:47 PST 2020","","","3QEMNNSB22NIKY2DRRSMPMZSQ56D76","A18G2CLYSTENK","Submitted","Wed Nov 11 13:35:38 PST 2020","Wed Nov 11 13:46:20 PST 2020","Thu Nov 12 13:46:20 PST 2020","","","","642","100% (6/6)","0% (0/0)","0% (0/0)","Only show me places rated over 4.5 stars","4"
"3VADEH0UIGLA59R1T0CQWNHRLS8SP1","34S6YYW6IZGSR6ZA4O06LJ5U9BVSB9","Help us build an ideal dialogue agent that can handle different tasks","Generate an ideal dialogue that you would like a virtual assistant to handle.","ai, conversation, research, bot, assistant","$1.50","Wed Nov 11 13:34:47 PST 2020","10","BatchId:4248038;OriginalHitTemplateId:928390912;","1200","86400","Thu Nov 12 13:34:47 PST 2020","","","3VHP9MDGRS8LUZB59EVNT8UR3THCFD","A11IIS435RPN2O","Submitted","Wed Nov 11 14:32:41 PST 2020","Wed Nov 11 14:40:41 PST 2020","Thu Nov 12 14:40:41 PST 2020","","","","480","0% (0/0)","0% (0/0)","0% (0/0)","Appreciate that thanks.","1"
"3VADEH0UIGLA59R1T0CQWNHRLS8SP1","34S6YYW6IZGSR6ZA4O06LJ5U9BVSB9","Help us build an ideal dialogue agent that can handle different tasks","Generate an ideal dialogue that you would like a virtual assistant to handle.","ai, conversation, research, bot, assistant","$1.50","Wed Nov 11 13:34:47 PST 2020","10","BatchId:4248038;OriginalHitTemplateId:928390912;","1200","86400","Thu Nov 12 13:34:47 PST 2020","","","3YMU66OBISWIP7IG6QF6MKRJH0QGHT","A10A11TCOM83XU","Submitted","Wed Nov 11 15:25:57 PST 2020","Wed Nov 11 15:45:22 PST 2020","Thu Nov 12 15:45:22 PST 2020","","","","1165","0% (0/0)","0% (0/0)","0% (0/0)","Ok, lets book a table for tonight dinner party.","3"
"3VADEH0UIGLA59R1T0CQWNHRLS8SP1","34S6YYW6IZGSR6ZA4O06LJ5U9BVSB9","Help us build an ideal dialogue agent that can handle different tasks","Generate an ideal dialogue that you would like a virtual assistant to handle.","ai, conversation, research, bot, assistant","$1.50","Wed Nov 11 13:34:47 PST 2020","10","BatchId:4248038;OriginalHitTemplateId:928390912;","1200","86400","Thu Nov 12 13:34:47 PST 2020","","","3Z3ZLGNNSNIU8O5VU1VGC4UB4JRQ33","A1PTH9KTRO06EG","Submitted","Wed Nov 11 15:32:58 PST 2020","Wed Nov 11 15:44:06 PST 2020","Thu Nov 12 15:44:06 PST 2020","","","","668","0% (0/0)","0% (0/0)","0% (0/0)","Could not disagree with you on this. My parents in particular were extremely happy with the result!","1"
