"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.command-1","Answer.command-2","Answer.command-3","Answer.command-4","Answer.command-5","Approve","Reject"
"3Y7LTZE0ZXAKYQLB5E5S2M1TF69UZC","3D9FS1R54M3NURW3CC6G7ZK9VJ1315","Build a dialogue about restaurants","Help us build a dialogue agent that can answer restaurant questions","ai, conversation, research, restaurants","$1.00","Tue Oct 27 12:08:08 PDT 2020","10","BatchId:4231823;OriginalHitTemplateId:928390912;","900","86400","Thu Oct 29 12:08:08 PDT 2020","","","30LB5CDZNHY75O7PYAWA1Z883Q0Z0C","A9BMO09FR4QAM","Approved","Tue Oct 27 12:39:10 PDT 2020","Tue Oct 27 12:50:56 PDT 2020","Wed Oct 28 12:50:56 PDT 2020","Wed Oct 28 12:51:22 PDT 2020","","","706","100% (1/1)","100% (1/1)","100% (1/1)","what date to plan and reservation","what are facilities in this restaurant","what are the categories room in this restaurant","restaurant to tourist place in how many kilometres","how many person stay in the room and any offer"
"3Y7LTZE0ZXAKYQLB5E5S2M1TF69UZC","3D9FS1R54M3NURW3CC6G7ZK9VJ1315","Build a dialogue about restaurants","Help us build a dialogue agent that can answer restaurant questions","ai, conversation, research, restaurants","$1.00","Tue Oct 27 12:08:08 PDT 2020","10","BatchId:4231823;OriginalHitTemplateId:928390912;","900","86400","Thu Oct 29 12:08:08 PDT 2020","","","33LK57MYLYT76XR17CFUB5ERYISZS8","AEIM39LVTKY5B","Approved","Tue Oct 27 13:08:45 PDT 2020","Tue Oct 27 13:21:46 PDT 2020","Wed Oct 28 13:21:46 PDT 2020","Wed Oct 28 13:22:23 PDT 2020","","","781","100% (1/1)","100% (1/1)","100% (1/1)","make a reservation for me","kindly help me book a space","provide a space for me and my family","make available a position for my family at your place","i need you to make a reservation for me and my family"
"3Y7LTZE0ZXAKYQLB5E5S2M1TF69UZC","3D9FS1R54M3NURW3CC6G7ZK9VJ1315","Build a dialogue about restaurants","Help us build a dialogue agent that can answer restaurant questions","ai, conversation, research, restaurants","$1.00","Tue Oct 27 12:08:08 PDT 2020","10","BatchId:4231823;OriginalHitTemplateId:928390912;","900","86400","Thu Oct 29 12:08:08 PDT 2020","","","379J5II41T4MRP5FRG4GE9ZEIIALE9","A20CZCJPRP54G9","Approved","Tue Oct 27 12:43:36 PDT 2020","Tue Oct 27 12:51:46 PDT 2020","Wed Oct 28 12:51:46 PDT 2020","Wed Oct 28 12:52:21 PDT 2020","","","490","100% (5/5)","100% (1/1)","100% (1/1)","Can you help me schedule a restaurant reservation?","I need to set up a restaurant reservation for 8 o'clock tonight.","Tell me if reservations are available for Friday night at any local restaurants.","Which restaurants within 5 miles of my current location have reservations for tonight?","How far in advance do I need to make a reservation at the French restaurant down the street?"
"3Y7LTZE0ZXAKYQLB5E5S2M1TF69UZC","3D9FS1R54M3NURW3CC6G7ZK9VJ1315","Build a dialogue about restaurants","Help us build a dialogue agent that can answer restaurant questions","ai, conversation, research, restaurants","$1.00","Tue Oct 27 12:08:08 PDT 2020","10","BatchId:4231823;OriginalHitTemplateId:928390912;","900","86400","Thu Oct 29 12:08:08 PDT 2020","","","3J2UYBXQQQ05HENEW5ZZ41FDYM606P","AMYURTQIMAC8T","Approved","Tue Oct 27 12:24:16 PDT 2020","Tue Oct 27 12:26:21 PDT 2020","Wed Oct 28 12:26:21 PDT 2020","Wed Oct 28 12:27:20 PDT 2020","","","125","100% (1/1)","100% (1/1)","100% (1/1)","Hi. What time are you guys closing tonight?","Hello. Can I make a reservation for tomorrow.","Do you have any fish on the menu?","Is parking free?","Hi. Do you serve alcohol?"
"3Y7LTZE0ZXAKYQLB5E5S2M1TF69UZC","3D9FS1R54M3NURW3CC6G7ZK9VJ1315","Build a dialogue about restaurants","Help us build a dialogue agent that can answer restaurant questions","ai, conversation, research, restaurants","$1.00","Tue Oct 27 12:08:08 PDT 2020","10","BatchId:4231823;OriginalHitTemplateId:928390912;","900","86400","Thu Oct 29 12:08:08 PDT 2020","","","3LWJHTCVCHAPO0LOEWWIDDJ84PIQFR","A2HP4O2MWP6OH4","Approved","Tue Oct 27 13:39:25 PDT 2020","Tue Oct 27 13:43:49 PDT 2020","Wed Oct 28 13:43:49 PDT 2020","Wed Oct 28 13:44:23 PDT 2020","","","264","100% (1/1)","100% (1/1)","100% (1/1)","Can I get some table for party?","I need to reserve one table for private use.","I need one party hall for office reunion","Can I know how many rooms are available in your hotel?","Please give me route map to your hotel."
"3Y7LTZE0ZXAKYQLB5E5S2M1TF69UZC","3D9FS1R54M3NURW3CC6G7ZK9VJ1315","Build a dialogue about restaurants","Help us build a dialogue agent that can answer restaurant questions","ai, conversation, research, restaurants","$1.00","Tue Oct 27 12:08:08 PDT 2020","10","BatchId:4231823;OriginalHitTemplateId:928390912;","900","86400","Thu Oct 29 12:08:08 PDT 2020","","","3N2BF7Y2VVIIHHE2HTD1ZPBGA3NHMI","AWH9PNZE79UCX","Approved","Tue Oct 27 12:39:51 PDT 2020","Tue Oct 27 12:41:38 PDT 2020","Wed Oct 28 12:41:38 PDT 2020","Wed Oct 28 12:42:21 PDT 2020","","","107","100% (1/1)","100% (1/1)","100% (1/1)","Hello, I would like to set up a reservation time.","Do you do take-out orders?","What kind of food do you guys serve?","What time do you guys close tonight?","Do you guys take walk-in customers or is it by reservation only?"
"3Y7LTZE0ZXAKYQLB5E5S2M1TF69UZC","3D9FS1R54M3NURW3CC6G7ZK9VJ1315","Build a dialogue about restaurants","Help us build a dialogue agent that can answer restaurant questions","ai, conversation, research, restaurants","$1.00","Tue Oct 27 12:08:08 PDT 2020","10","BatchId:4231823;OriginalHitTemplateId:928390912;","900","86400","Thu Oct 29 12:08:08 PDT 2020","","","3NG53N1RL07V99AM65BN3GCCCP68PO","A2OVX9UW5WANQE","Approved","Tue Oct 27 12:40:52 PDT 2020","Tue Oct 27 12:45:54 PDT 2020","Wed Oct 28 12:45:54 PDT 2020","Wed Oct 28 12:46:22 PDT 2020","","","302","100% (1/1)","100% (1/1)","100% (1/1)","Does La Bella take reservations for weekdays?","I want to make a reservation for 5 at La Bella for Saturday at 6 pm.","Is there a Japanese restaurant nearby I can make reservations at for this weekend?","Tell me if Outback accepts reservations on the weekends.","Find me a nearby restaurant that accepts weekday reservations."
"3Y7LTZE0ZXAKYQLB5E5S2M1TF69UZC","3D9FS1R54M3NURW3CC6G7ZK9VJ1315","Build a dialogue about restaurants","Help us build a dialogue agent that can answer restaurant questions","ai, conversation, research, restaurants","$1.00","Tue Oct 27 12:08:08 PDT 2020","10","BatchId:4231823;OriginalHitTemplateId:928390912;","900","86400","Thu Oct 29 12:08:08 PDT 2020","","","3OHYZ19UGHTR7XR0O3IMA7DHS8CAOF","A2TVJTQ4VXATE6","Approved","Tue Oct 27 12:23:45 PDT 2020","Tue Oct 27 12:29:20 PDT 2020","Wed Oct 28 12:29:20 PDT 2020","Wed Oct 28 12:30:20 PDT 2020","","","335","100% (1/1)","100% (1/1)","100% (1/1)","Hi, I need help making reservations","Can you help me making reservations?","Can you answer some questions about restaurant reservations?","Will you help me set up some reservations","is it possible to get reservations setup through here?"
"3Y7LTZE0ZXAKYQLB5E5S2M1TF69UZC","3D9FS1R54M3NURW3CC6G7ZK9VJ1315","Build a dialogue about restaurants","Help us build a dialogue agent that can answer restaurant questions","ai, conversation, research, restaurants","$1.00","Tue Oct 27 12:08:08 PDT 2020","10","BatchId:4231823;OriginalHitTemplateId:928390912;","900","86400","Thu Oct 29 12:08:08 PDT 2020","","","3VJ40NV2QNBWMTQ9U3935C39GXUOTB","A39VZ93N96XB6O","Approved","Tue Oct 27 12:08:17 PDT 2020","Tue Oct 27 12:12:33 PDT 2020","Wed Oct 28 12:12:33 PDT 2020","Wed Oct 28 12:13:20 PDT 2020","","","256","100% (1/1)","100% (1/1)","100% (1/1)","What time does the restaurant open?","Will I have to pay a deposit to reserve my table?","Where is the restaurant located?","What safety measures is the restaurant taking to mitigate the risk of contracting COVID-19 from other patrons?","What times are available for the reservations this evening?"
"3Y7LTZE0ZXAKYQLB5E5S2M1TF69UZC","3D9FS1R54M3NURW3CC6G7ZK9VJ1315","Build a dialogue about restaurants","Help us build a dialogue agent that can answer restaurant questions","ai, conversation, research, restaurants","$1.00","Tue Oct 27 12:08:08 PDT 2020","10","BatchId:4231823;OriginalHitTemplateId:928390912;","900","86400","Thu Oct 29 12:08:08 PDT 2020","","","3ZV9H2YQQIVZSL1H6AUM4TCXP0H3WM","A2DVV59R1CQU6T","Approved","Tue Oct 27 12:23:35 PDT 2020","Tue Oct 27 12:32:43 PDT 2020","Wed Oct 28 12:32:43 PDT 2020","Wed Oct 28 12:33:20 PDT 2020","","","548","100% (1/1)","100% (1/1)","100% (1/1)","Hey, how's it goin?","You can help me by making a reservation.","I'm not really sure.","I need something to eat.","I don't know. What can you do?"
